Date,XLF,XLE,XLK,XLV,XLI,XLY,XLP,XLU,GLD,TLT,VNQ
2023-06-16,-0.0020822999185832677,-0.0014828586094295306,-0.008280215401627253,-7.567294546533476e-05,-0.0016109952808366348,-0.001501543252318081,0.0012058493244882064,0.005363507107483745,-0.0015404017609150433,-0.003891165980844083,-0.000714793123380301
2023-06-20,-0.0075064556621227164,-0.022636147303933898,-0.00678109479903083,-0.001124435980150045,-0.007454185109837074,0.00746386664454245,-0.0076358079831207884,-0.011797133618678948,-0.010404681043488588,0.0068963184394767825,-0.011867260633079671
2023-06-21,-0.0012063902624300344,0.007881041828588991,-0.014907325772367513,0.0001519373494051617,0.005548138496445751,-0.012087741616382158,0.003527395576067785,0.008000514573276891,-0.0014474699268161662,0.0024169839792142077,-0.006047360751724501
2023-06-22,-0.007876360940137139,-0.01351199526864441,0.008126855458853726,0.006818727992566652,-0.007276307679524896,0.012685208818078535,0.005806533115068394,-0.0076976056776429935,-0.009966480697039254,-0.012143596245698482,-0.01441852782193954
2023-06-23,-0.004267048147730692,-0.007212981632167609,-0.010909858625930996,-0.0033276687399083644,-0.0076199264973555066,-0.011657175922020924,-0.006619340254385106,-0.014806216019041536,0.0027534519339434175,0.009920533796744924,-0.013880532354715466
2023-06-26,-0.00214034083272316,0.01780854971589976,-0.007200241982201582,-0.005698094394745739,0.00829247471475564,-0.012896462725428253,0.0013540876945389308,0.00979365099154822,0.0017380933759117798,0.001063809492747246,0.022825084655152445
2023-06-27,0.007926850474610723,0.002283065761383608,0.019516733541994624,-0.0022883110533497794,0.011931727750674775,0.021262674144206913,0.002973604520564902,0.0003046564050114555,-0.00460411859047838,-0.0026138081657470645,0.012244659480045625
2023-06-28,-0.002432406128162639,0.010084693820002434,0.0005855135907318152,-0.0032126056605159127,0.0,0.0039481024600674566,-0.006770534948370639,-0.014876608974280463,-0.002310076023493695,0.004255874384360172,0.0014448714460561158
2023-06-29,0.0172027955067509,0.011472548160050165,0.0017543956769847549,0.0064910734208985495,0.009631673578900345,0.001074004571958025,-0.0009515457822495858,0.0,-0.0010723394318449203,-0.018213011014883086,0.011108566437885778
2023-06-30,0.008639984455968195,0.0064270344676894235,0.015768512263153258,0.010222953578056181,0.008515356603006539,0.0126227415736858,0.008666421949788892,0.011063534676530366,0.006641221688667137,0.011725661204231847,0.005520069662025425
2023-07-03,0.0056205891681937225,0.0023380301278376984,-0.002130548517276612,-0.008246246928939814,0.00018637219962627888,0.01200002482652935,0.0077893640042643614,0.007459830223628188,0.001121247777740352,-0.005685279160700309,0.009765289760904551
2023-07-05,-0.0020670262225063346,-0.005546176413129311,-0.006186457137032118,-0.0005315691216217809,-0.005418050748936259,0.0004071627218915221,-0.0017405607535541118,0.011311473903040391,-0.003536277643963551,-0.009547859684952323,0.0022493153157946183
2023-07-06,-0.008609203906258446,-0.022750975185307328,-0.002671284510666691,-0.008012610896812648,-0.007521713540091632,-0.016242316680265708,-0.0025494184102166804,-0.012222011946415642,-0.002984649764026069,-0.014243756304190655,-0.007715493873185541
2023-07-07,0.0014895242408665703,0.021266597879740955,-0.004371238938436788,-0.011714218828365715,0.0022623704962818503,0.0012406521970711477,-0.013118146197793333,-0.007313731507514171,0.007473004815488796,-0.006037346955005032,-0.0022666550587091784
2023-07-10,0.00445601803592337,0.007767766505864838,0.002624944952194055,0.007875962149450343,0.014118548241519088,0.0030655529719986266,-0.00027226363943055415,-0.0042911287833554,0.0007833887164984092,0.00131097726876933,0.004290401020492994
2023-07-11,0.011785255418942642,0.02174677822196023,0.0021529652832614045,0.00023074216158971232,0.011721949660959165,0.008323535978912645,0.001496758598236461,0.012363541228576209,0.003740607755698653,0.0051272094508982655,0.014169533802927013
2023-07-12,0.0064234804101439115,0.009210973956485393,0.011271500910638372,-0.0026951042351896002,-0.0017449948691051415,0.008949372175398894,0.002308540073672676,0.014458151657958187,0.013450555215707776,0.011069854975621945,0.005378810368187322
2023-07-13,0.0034863397660581676,-0.003817586183149519,0.01296311963604705,0.0003854687186187387,0.001285976909407739,0.009328608208872435,0.004196263072154725,0.003433318871305127,0.0007144446386035077,0.0104579022265141,0.0063936197666245465
2023-07-14,-0.006692980736440518,-0.026771763307606663,-0.0014762645585659209,0.014917084027167906,-0.0029418933254109878,0.002576124076801369,0.0033713898273391918,-0.00388186130947819,-0.0031917364290746223,-0.0059059249266886025,-0.0019718700122900185
2023-07-17,0.009589123489031319,-0.0019663156446427725,0.012703721648408115,-0.004566179506449262,0.0037677255671473156,0.004050567441665547,-0.002966164279125771,-0.011585185581578393,0.0007163001287566721,0.0004933177563220064,-0.006523122355027997
2023-07-18,0.01121515553269391,0.010036821477956233,0.011269282689955194,0.0073717982987720615,0.005579798598467612,0.004091330167612891,-0.0010806682228671264,-0.0077479543146715055,0.011391151915954547,0.0045290362620951175,-0.005507643202602846
2023-07-19,0.004279864281903484,0.005828761547547582,-0.0024992958619090224,0.004607940570385406,-0.00045607774157645583,0.0035094219809598363,0.010086705504937999,0.010166325259698902,0.00016334311378929522,0.011233069047615563,0.011217512928337574
2023-07-20,0.007376128503833138,0.011676498968149363,-0.02016753847002687,0.016445579993505977,0.00446155876259183,-0.03466754161518132,0.008527629491261015,0.01810207258610456,-0.005076251540707524,-0.012215994480885702,-0.003258746911844406
2023-07-21,-0.003397729797653739,0.008816650768902668,-0.0005110758912272499,0.010032251513504288,-0.004735450720652673,0.00023396299485324123,0.0034437658268161235,0.014862894725819377,-0.003069238517008006,0.0002949282898123691,0.004652277845838733
2023-07-24,0.009596775213782981,0.016004211137235585,0.0017585585026988059,-0.002204169902101844,0.0022796603929919456,0.0065292016806902135,0.0038271337029972385,-0.0026324420030486846,-0.0042906650791519445,-0.0036437971320372135,0.008204896334536103
2023-07-25,-0.006481843285100799,0.005239338383270349,0.011383684470378007,-0.000441417584476809,-0.0012762165036102227,-0.002327110096806037,-0.00026333139885128864,0.0017558124625147047,0.0055524167407640206,-0.0018760099939560864,-0.007161045727284869
2023-07-26,0.0059196643357753405,0.0003484386342228471,-0.013539622606130296,-0.0006627873396405443,0.006997281053826473,-0.00023289071906419908,0.0011850446868431484,0.0,0.0048672507195615744,0.0009876467536211035,0.0045104432557538585
2023-07-27,-0.012728298140658054,-0.006405449940146772,-0.0029008952361975226,-0.0073915795815779175,-0.008640049551910443,-0.010423397117002913,-0.008856042847773938,-0.017848459421966747,-0.015836715414990758,-0.019644610963207607,-0.021932948220121366
2023-07-28,0.0019908388434206987,0.003033189401482729,0.013522450009962363,0.0029633574650611205,0.00619205783506595,0.016810881404003622,0.010302393335015198,-0.0022352925053371387,0.007949707574281263,0.005122574969953416,-0.0008259064536012995
2023-07-31,0.0036863691499111006,0.018808608241414764,0.0023016248735546474,-0.0077228796593239585,0.002357453517688405,0.005656703340237275,-0.004609741433132779,0.00044770738429315344,0.002690787072192315,0.002402090170897351,0.00647196250182661
2023-08-01,0.0,-0.004697715327915409,0.001680496004359565,-0.00523179748162683,0.0029840883131655414,-0.0114034817288382,-0.005427183124879364,-0.01230148478169875,-0.010418766955581948,-0.016522760896886073,-0.001643484321963948
2023-08-02,-0.00852771604821261,-0.01317957208098694,-0.025052197656127987,0.0006742851526025391,-0.010529296292094571,-0.018093631187033388,0.003577057394321089,0.0,-0.004776993918500052,-0.010756597241317655,-0.00577330791299373
